global_id,first_appearance,last_appearance,num_observations,avg_start_location,avg_end_location,location_drift,avg_risk_score,max_risk_score,risk_score_trend,risk_volatility,risk_acceleration
IS_0001,2020-12-03,2020-12-03,1,131948.2,131992.8,0.0,0.15203144327955556,0.15203144327955556,0.0,0.0,0.0
IS_0003,2020-12-03,2021-11-04,6,147353.2333333333,147406.1,1.1999999999825377,0.2470592477025616,0.25922921872767096,0.002778339453407504,0.00643880249153757,0.0038925186378858277
IS_0004,2020-12-03,2021-11-04,4,148615.65,148674.95,1.0,0.2192905941089815,0.2224804193051771,0.0019835691624325922,0.0028400566501645803,0.0022919296560574842
IS_0005,2020-12-03,2021-11-04,6,154408.36666666667,154444.26666666666,0.8000000000174623,0.18477309340624118,0.1899476875266351,0.0006906586345193567,0.003816790797974992,-0.0002330597618587338
IS_0006,2020-12-03,2022-12-01,3,158565.53333333333,158602.93333333332,1.7999999999883585,0.17791495666473345,0.1979819885237083,-0.014120340093511041,0.017477798294313854,-0.014120340093511083
IS_0007,2020-12-03,2022-12-01,8,166987.0,167027.84999999998,2.3999999999941792,0.20345578502237138,0.2093910616681454,-0.0010871292269522147,0.005349836564856999,-0.002204374848780424
IS_0008,2020-12-03,2020-12-03,1,188974.0,189011.6,0.0,0.177447262216948,0.177447262216948,0.0,0.0,0.0
IS_0009,2020-12-03,2022-07-14,8,191703.125,191740.65,1.8000000000174623,0.16895671109880656,0.17529400807745887,-0.001071111619738273,0.005247032488363432,-0.0015952178070210749
IS_0011,2020-12-03,2021-04-22,2,192750.2,192790.0,0.8000000000174623,0.20238511082751307,0.20631474796189536,-0.00785927426876462,0.005557346130648389,0.0
IS_0012,2020-12-03,2022-12-01,6,193149.33333333334,193203.16666666666,2.6000000000058208,0.1979996825779927,0.23891246242485248,0.013655323741258357,0.03027715471133627,0.011437652403331156
IS_0013,2020-12-03,2022-12-01,8,194567.8,194629.475,2.1999999999825377,0.18460101025739767,0.22139420991430936,0.000605243534250325,0.01803547747185115,0.002739965589387966
IS_0014,2020-12-03,2020-12-03,1,194716.8,194755.2,0.0,0.1707414327840465,0.1707414327840465,0.0,0.0,0.0
IS_0053,2020-12-03,2021-04-22,2,145863.2,145898.0,1.2000000000116415,0.198829642839712,0.20674572925232632,0.015832172825228592,0.011195036765636534,0.0
IS_0084,2020-12-03,2022-07-14,4,192580.6,192616.85000000003,1.6000000000058208,0.19848467999637098,0.2011644461726972,-0.0001404757268532161,0.0020639209618566116,-0.000655387263067205
IS_0016,2021-01-28,2022-01-27,3,147343.93333333335,147396.86666666667,1.0,0.24655551228315206,0.2506567984846399,0.0028611550646061835,0.0035777065298473157,0.00286115506460613
IS_0017,2021-01-28,2021-08-12,2,148605.8,148665.2,0.39999999999417923,0.21778074376324996,0.21843172883089246,-0.00130197013528504,0.0009206319115623838,0.0
IS_0018,2021-01-28,2022-01-27,3,154398.66666666666,154434.86666666667,0.39999999999417923,0.18745798760052365,0.19669198341190497,0.007265502929075086,0.008025735199685437,0.007265502929075074
IS_0019,2021-01-28,2022-11-03,4,166977.15,167018.1,2.2000000000116415,0.20483372329270474,0.2084475459471739,0.00018479908217478407,0.0033128039086459207,2.7212419876530374e-05
IS_0020,2021-01-28,2021-01-28,1,188964.0,189001.8,0.0,0.17628369136825697,0.17628369136825697,0.0,0.0,0.0
IS_0021,2021-01-28,2022-01-27,3,191692.80000000002,191730.2666666667,1.3999999999941792,0.16712672562976016,0.171252688264331,0.0015959489693459345,0.00466368529721188,0.001595948969345909
IS_0022,2021-01-28,2021-01-28,1,192740.2,192779.6,0.0,0.198206864264953,0.198206864264953,0.0,0.0,0.0
IS_0023,2021-01-28,2022-11-03,3,193455.53333333335,193492.6,7.600000000005821,0.20065398060551043,0.23591106635896786,0.005629758433076024,0.031048200461295312,0.005629758433076004
IS_0024,2021-01-28,2022-10-06,3,194557.8666666667,194619.4,2.2000000000116415,0.1710176228020265,0.18326598275721134,0.008628651904485477,0.010665856402824582,0.00862865190448546
IS_0025,2021-01-28,2022-11-03,3,194688.4,194744.19999999998,0.39999999999417923,0.21157690078952043,0.23648969005848636,0.0030592230274705838,0.037974911691089956,0.0030592230274705534
IS_0068,2021-01-28,2022-11-03,4,145853.65000000002,145888.95,3.0,0.20912618808219985,0.21078133591502002,0.0009264353883646632,0.0014528767653563624,0.0007465761663054497
IS_0027,2021-04-22,2021-04-22,1,0.0,193306.0,0.0,0.7670625530647838,0.7670625530647838,0.0,0.0,0.0
IS_0028,2021-04-22,2021-04-22,1,188934.4,189012.8,0.0,0.18266821250080684,0.18266821250080684,0.0,0.0,0.0
IS_0029,2021-04-22,2022-07-14,5,193465.08,193502.36000000002,1.8000000000174623,0.24834138299695732,0.3506550341778508,-0.017322329284874382,0.06205007780384098,-0.028148487746048917
IS_0030,2021-04-22,2022-12-01,8,194699.175,194754.775,2.6000000000058208,0.21865628280041705,0.24504675293871941,0.0026068481855509094,0.031137778805281718,-0.0016296933984582698
IS_0031,2021-05-20,2022-12-01,5,188914.76,189012.8,1.6000000000058208,0.18180388684947169,0.1836775500556122,-0.00017013425480988736,0.001611171667845185,-0.00043387894339353555
IS_0032,2021-05-20,2022-12-01,7,192733.08571428573,192791.17142857143,2.1999999999825377,0.19790125053497015,0.20363750357434496,0.0006023668325082903,0.00480129147253129,-0.0004186655950774859
IS_0085,2021-05-20,2021-05-20,1,145864.6,145899.6,0.0,0.2067559307823119,0.2067559307823119,0.0,0.0,0.0
IS_0033,2021-06-17,2022-07-14,2,188914.3,189032.4,0.7999999999883585,0.17933775469621327,0.17984853088338673,-0.0010215523743469783,0.0007223466112379477,0.0
IS_0034,2021-06-17,2021-06-17,1,193168.4,193202.8,0.0,0.20691668228871685,0.20691668228871685,0.0,0.0,0.0
IS_0086,2021-06-17,2022-12-01,6,145862.8333333333,145898.33333333334,5.7999999999883585,0.2004401608615283,0.20971343640345552,-0.003941329183435662,0.019984533780916528,0.00021035389187913368
IS_0035,2021-08-12,2022-01-27,2,158555.0,158593.40000000002,1.6000000000058208,0.2029471000524402,0.2055518904724335,0.005209580839986547,0.003683729939094015,0.0
IS_0036,2021-08-12,2022-11-03,4,188905.15,189002.65,4.600000000005821,0.17636876781546576,0.18226423712589096,-0.004113504095961092,0.005700142339576647,-0.003599570014821335
IS_0037,2021-08-12,2021-08-12,1,192721.8,192779.8,0.0,0.1910943680457048,0.1910943680457048,0.0,0.0,0.0
IS_0038,2021-08-12,2022-11-03,3,193139.13333333333,193193.19999999998,3.6000000000058208,0.21675293513860236,0.2373387644822533,0.02982019775723537,0.03383880722298051,0.029820197757235337
IS_0039,2021-08-12,2022-10-06,2,193276.3,193316.6,3.2000000000116415,0.17119682091817842,0.18066506239156918,0.0189364829467815,0.013390115503492629,0.0
IS_0040,2021-08-12,2021-08-12,1,193691.4,194103.6,0.0,0.16573522307133431,0.16573522307133431,0.0,0.0,0.0
IS_0041,2021-08-12,2022-10-06,2,194257.4,194294.0,4.7999999999883585,0.19222946346992192,0.2245227895968383,0.06458665225383267,0.04566965978282253,0.0
IS_0043,2022-01-27,2022-01-27,1,0.0,193294.4,0.0,0.7684979363913442,0.7684979363913442,0.0,0.0,0.0
IS_0046,2022-01-27,2022-01-27,1,194705.8,194744.6,0.0,0.41267002022807664,0.41267002022807664,0.0,0.0,0.0
IS_0054,2022-01-27,2022-01-27,1,147051.4,147087.2,0.0,0.20794767375478668,0.20794767375478668,0.0,0.0,0.0
IS_0087,2022-01-27,2022-11-03,3,192723.86666666667,192781.66666666666,5.2000000000116415,0.19580252151137936,0.20324008478166566,-0.005606936907323355,0.0064413756391806035,-0.00560693690732339
IS_0088,2022-01-27,2022-01-27,1,192571.0,192607.4,0.0,0.2000631963930082,0.2000631963930082,0.0,0.0,0.0
IS_0048,2022-06-16,2022-07-14,2,193304.5,193343.5,0.5999999999767169,0.17574989067898855,0.18130440071844756,0.011109020078918005,0.00785526343014046,0.0
IS_0049,2022-06-16,2022-06-16,1,194589.2,194628.0,0.0,0.18297462868674214,0.18297462868674214,0.0,0.0,0.0
IS_0089,2022-06-16,2022-12-01,3,147058.4,147094.53333333333,5.399999999994179,0.2023096918139249,0.20762864297101719,-0.00025687759584811404,0.00877153078530699,-0.00025687759584816505
IS_0050,2022-07-14,2022-07-14,1,158582.4,158619.4,0.0,0.2074903893311938,0.2074903893311938,0.0,0.0,0.0
IS_0051,2022-07-14,2022-07-14,1,193700.4,194106.8,0.0,0.2178904164116643,0.2178904164116643,0.0,0.0,0.0
IS_0052,2022-07-14,2022-07-14,1,194151.0,194226.2,0.0,0.2647918077468606,0.2647918077468606,0.0,0.0,0.0
IS_0056,2022-10-06,2022-12-01,2,147350.90000000002,147387.0,4.600000000005821,0.17766598001836303,0.17952499908204153,0.0037180381273569842,0.0026290499725642818,0.0
IS_0057,2022-10-06,2022-10-06,1,149765.6,149804.6,0.0,0.17373776488913126,0.17373776488913126,0.0,0.0,0.0
IS_0058,2022-10-06,2022-11-03,2,152133.1,152169.6,4.7999999999883585,0.17981105172094058,0.1982049494819238,0.0367877955219664,0.026012899678486565,0.0
IS_0059,2022-10-06,2022-10-06,1,153388.0,153425.6,0.0,0.1593656285308075,0.1593656285308075,0.0,0.0,0.0
IS_0060,2022-10-06,2022-11-03,2,158556.6,158611.4,2.0,0.2387830960151605,0.24402192306306691,0.010477654095812737,0.007408820262076219,0.0
IS_0061,2022-10-06,2022-10-06,1,160837.4,160977.4,0.0,0.18064749407932676,0.18064749407932676,0.0,0.0,0.0
IS_0062,2022-10-06,2022-10-06,1,166961.0,167021.6,0.0,0.19997541199192095,0.19997541199192095,0.0,0.0,0.0
IS_0063,2022-10-06,2022-10-06,1,191414.4,191449.6,0.0,0.1601691523509558,0.1601691523509558,0.0,0.0,0.0
IS_0065,2022-10-06,2022-10-06,1,194145.8,194220.4,0.0,0.25715784000920583,0.25715784000920583,0.0,0.0,0.0
IS_0066,2022-10-06,2022-10-06,1,194691.6,194726.4,0.0,0.17233652746521172,0.17233652746521172,0.0,0.0,0.0
IS_0067,2022-10-06,2022-10-06,1,196175.0,196214.0,0.0,0.19923711727562504,0.19923711727562504,0.0,0.0,0.0
IS_0090,2022-10-06,2022-10-06,1,192574.8,192611.6,0.0,0.15852230811133572,0.15852230811133572,0.0,0.0,0.0
IS_0069,2022-11-03,2022-11-03,1,147341.4,147377.2,0.0,0.18148359243170992,0.18148359243170992,0.0,0.0,0.0
IS_0070,2022-11-03,2022-11-03,1,149614.8,149649.8,0.0,0.172814977892784,0.172814977892784,0.0,0.0,0.0
IS_0071,2022-11-03,2022-11-03,1,149773.0,149811.2,0.0,0.16937386796474196,0.16937386796474196,0.0,0.0,0.0
IS_0072,2022-11-03,2022-11-03,1,153382.0,153419.4,0.0,0.20885253145287905,0.20885253145287905,0.0,0.0,0.0
IS_0073,2022-11-03,2022-11-03,1,160877.4,160956.6,0.0,0.18425311794430627,0.18425311794430627,0.0,0.0,0.0
IS_0074,2022-11-03,2022-11-03,1,189654.4,189720.2,0.0,0.16149874662625693,0.16149874662625693,0.0,0.0,0.0
IS_0075,2022-11-03,2022-11-03,1,194139.4,194270.8,0.0,0.24207026999767522,0.24207026999767522,0.0,0.0,0.0
IS_0076,2022-11-03,2022-11-03,1,194578.8,194618.4,0.0,0.19196780291820736,0.19196780291820736,0.0,0.0,0.0
IS_0078,2022-12-01,2022-12-01,1,149784.2,149823.2,0.0,0.1701884101463909,0.1701884101463909,0.0,0.0,0.0
IS_0079,2022-12-01,2022-12-01,1,160889.2,160946.2,0.0,0.15929443819622185,0.15929443819622185,0.0,0.0,0.0
IS_0080,2022-12-01,2022-12-01,1,189681.2,189731.4,0.0,0.16277743082326576,0.16277743082326576,0.0,0.0,0.0
IS_0082,2022-12-01,2022-12-01,1,193285.8,193326.4,0.0,0.18099154500837622,0.18099154500837622,0.0,0.0,0.0
IS_0083,2022-12-01,2022-12-01,1,194170.0,194227.2,0.0,0.24357790471825166,0.24357790471825166,0.0,0.0,0.0
IS_0091,2022-12-01,2022-12-01,1,192581.8,192618.4,0.0,0.1597855729508244,0.1597855729508244,0.0,0.0,0.0
